student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
70648780,Jorge Ford,10,Woods High School,82.9,61.9,Public,912243
53992932,Denise Nichols,12,Fisher High School,74.1,76.5,Public,817615
65057700,Jonathan Sutton,11,Richard High School,99.6,67.2,Charter,889699
71404635,Taylor Booker,10,Green High School,86.0,80.5,Charter,832670
10123333,Teresa Edwards,10,Campbell High School,78.3,70.8,Charter,960726
31974228,Shelly Mcmillan,9,Campos High School,61.3,29.4,Public,957299
37180595,Michelle Fox,9,Montgomery High School,96.1,59.2,Charter,893368
47395260,Ian Martin,9,Green High School,48.8,83.4,Charter,832670
62090731,Clinton Daugherty,9,Turner High School,90.7,78.5,Public,956438
103058373,Rebecca Anderson,12,Wagner High School,91.0,59.8,Public,846745
29943818,Margaret Cooper,10,Dixon High School,63.1,69.8,Charter,870334
25242416,Sharon Jackson,11,Green High School,95.3,45.4,Charter,832670
34161575,John Wallace,10,Fisher High School,84.8,56.5,Public,817615
67952188,Cindy Johnson,9,Campos High School,57.6,55.4,Public,957299
32559312,Victoria Reynolds,10,Wagner High School,24.1,86.6,Public,846745
20591777,Joseph Pena,11,Bowers High School,78.7,64.5,Public,848324
75453611,Travis Noble,11,Campos High School,72.9,60.1,Public,957299
93863034,Angela Barajas,9,Odonnell High School,94.7,92.6,Public,959474
29027048,Philip Simon,10,Wagner High School,87.1,84.6,Public,846745
36030264,Amber Bush,12,Richard High School,97.4,70.2,Charter,889699
12640571,Amy Burns,9,Sullivan High School,82.5,70.3,Public,961125
16902147,Robert Pruitt,9,Richard High School,86.0,72.8,Charter,889699
26230838,Kathy Ferguson,12,Bowers High School,65.6,35.9,Public,848324
87558245,Rhonda Welch,12,Odonnell High School,66.1,93.5,Public,959474
67782277,Sabrina Moreno,9,Wagner High School,79.3,45.3,Public,846745
14040661,Mary Lewis,9,Campos High School,74.2,28.2,Public,957299
87759536,Melissa Perez,9,Silva High School,45.4,91.4,Public,991918
16207538,Todd Roman,11,Silva High School,54.2,60.2,Public,991918
126756924,Sabrina Flores,12,Odonnell High School,65.2,97.2,Public,959474
84867298,Paul Allen,9,Turner High School,96.6,51.0,Public,956438
74712094,Brandi Huffman,12,Montgomery High School,67.7,66.8,Charter,893368
32956449,April Barber,11,Bowers High School,89.8,55.4,Public,848324
41960206,Erica Collins,9,Green High School,61.2,94.3,Charter,832670
87093894,Chelsea Powers,12,Silva High School,46.6,76.9,Public,991918
50320400,Bailey Russell,12,Dixon High School,94.8,45.8,Charter,870334
42295718,Matthew Lawson,10,Campbell High School,69.9,69.6,Charter,960726
23699692,Caitlin Stanley,11,Sullivan High School,73.7,82.7,Public,961125
75033507,Jordan Hughes,12,Wagner High School,71.3,63.1,Public,846745
29099429,Sarah Huang,11,Odonnell High School,31.9,48.0,Public,959474
125765246,Brandon Hunt,9,Turner High School,76.2,56.0,Public,956438
87941441,Thomas Trevino,10,Dixon High School,65.5,73.7,Charter,870334
85698259,Sandra Hickman,10,Montgomery High School,45.4,22.6,Charter,893368
44765628,Sophia Morris,9,Wagner High School,67.3,77.7,Public,846745
62284864,Teresa Perkins,10,Silva High School,78.7,32.9,Public,991918
81840810,David Schmidt,9,Dixon High School,80.7,59.9,Charter,870334
63719561,David Chaney,12,Odonnell High School,61.4,62.5,Public,959474
120481897,Samuel Bonilla,10,Montgomery High School,56.4,57.3,Charter,893368
121450416,Mary Andrews,10,Sullivan High School,91.5,68.3,Public,961125
52260830,Sergio Deleon,12,Woods High School,64.5,59.4,Public,912243
58259337,Elaine Hudson,12,Fisher High School,56.5,77.9,Public,817615
129958758,Brett Gray,12,Montgomery High School,47.0,88.5,Charter,893368
26716705,Nancy Evans,11,Dixon High School,65.3,87.6,Charter,870334
66253163,Benjamin Klein,11,Sullivan High School,68.7,84.6,Public,961125
48890311,Denise White,12,Montgomery High School,73.9,69.0,Charter,893368
90461769,Katherine Gould,12,Montgomery High School,73.8,58.6,Charter,893368
25503074,Scott Schneider,11,Dixon High School,57.5,84.9,Charter,870334
117852109,Jo Webb,12,Odonnell High School,76.3,64.1,Public,959474
37491543,Kristi Meyer,10,Woods High School,60.4,59.0,Public,912243
91336204,Carl Parker,11,Green High School,83.2,39.7,Charter,832670
14197637,Shirley Daniels,10,Dixon High School,56.8,59.7,Charter,870334
42348788,John Schmidt,11,Montgomery High School,77.5,58.0,Charter,893368
75655147,Heather Decker,10,Fisher High School,84.0,72.4,Public,817615
81725045,David Mayer,12,Dixon High School,97.6,48.2,Charter,870334
93514244,Hunter Cannon,10,Wagner High School,78.5,63.7,Public,846745
32880667,Amy Stone,11,Bowers High School,83.9,65.8,Public,848324
57172884,Justin Dixon,12,Odonnell High School,84.4,89.1,Public,959474
119874570,Craig Castillo,9,Montgomery High School,92.9,54.8,Charter,893368
22083908,Robert Mathews,12,Dixon High School,84.7,58.1,Charter,870334
77376356,Christine Williams,11,Silva High School,89.9,53.3,Public,991918
100228562,Christopher Garcia,9,Chang High School,72.3,87.5,Charter,840132
89844193,Stephanie Smith,9,Woods High School,65.1,70.8,Public,912243
66747433,Karen Nelson,10,Wagner High School,72.4,44.1,Public,846745
32206199,Angel James,11,Green High School,76.3,66.7,Charter,832670
19245759,Audrey Bridges,11,Bowers High School,75.9,41.9,Public,848324
66343604,Michelle Hernandez,11,Green High School,89.2,84.8,Charter,832670
33338642,Sheila Hernandez,10,Dixon High School,90.4,80.3,Charter,870334
106327771,Eugene Lopez,11,Silva High School,49.3,96.0,Public,991918
82681285,Natasha Wells,9,Campos High School,85.0,46.7,Public,957299
120500040,Amanda Frost,9,Dixon High School,64.3,56.8,Charter,870334
75705851,Maxwell Armstrong,10,Green High School,77.6,62.2,Charter,832670
24041634,Kaylee Thomas,12,Montgomery High School,62.9,52.1,Charter,893368
105410964,Jasmin Riley,10,Wagner High School,73.0,84.5,Public,846745
76256192,Brandon Cook,10,Silva High School,96.7,38.1,Public,991918
89638118,Elizabeth Franklin,9,Chang High School,67.8,56.8,Charter,840132
55750842,Jessica Matthews,10,Turner High School,65.6,72.9,Public,956438
70684100,Kent Steele,10,Silva High School,76.5,64.2,Public,991918
79680493,Kerry Vazquez,9,Green High School,62.0,71.5,Charter,832670
65870848,Adam Lee,12,Campbell High School,73.1,73.7,Charter,960726
67882986,Justin Davies,10,Sullivan High School,88.4,51.6,Public,961125
127932514,David Decker,10,Fisher High School,77.6,53.9,Public,817615
106164264,Luis Burns,10,Wagner High School,93.4,94.4,Public,846745
40384508,Sarah Robles,11,Bowers High School,96.2,70.6,Public,848324
43312441,Mark Williams,12,Dixon High School,82.7,74.2,Charter,870334
107447964,Karen Diaz,10,Fisher High School,39.5,59.3,Public,817615
50093737,Marcus Luna,11,Green High School,95.8,50.7,Charter,832670
129532051,Sarah Serrano,12,Wagner High School,99.7,42.6,Public,846745
49193910,Andrew Baker,11,Sullivan High School,95.6,39.8,Public,961125
89662760,Brian Sharp,9,Sullivan High School,74.3,55.2,Public,961125
83843475,Julie Curtis,9,Sullivan High School,68.6,66.3,Public,961125
117015645,Vanessa Gonzalez,11,Richard High School,60.2,90.1,Charter,889699
56475126,Mary Allen,10,Campbell High School,88.1,78.0,Charter,960726
64544476,Karen Flores,9,Green High School,58.3,65.0,Charter,832670
125057035,Karen Wilson,11,Fisher High School,67.9,56.9,Public,817615
113090130,Nicholas Willis,11,Dixon High School,96.6,78.9,Charter,870334
43188358,Mark Castillo,9,Dixon High School,71.6,67.9,Charter,870334
94483277,Luis Miller,9,Wagner High School,70.7,82.2,Public,846745
70347052,Jennifer Bowen,10,Turner High School,93.2,69.4,Public,956438
42686961,Susan Young,12,Woods High School,74.4,46.2,Public,912243
14169377,Jennifer Brown,11,Wagner High School,93.3,55.0,Public,846745
126489152,Sheri Johnson,11,Sullivan High School,53.4,77.9,Public,961125
18490592,Cheryl Harris,10,Silva High School,92.0,33.3,Public,991918
34071953,Michael Davis,9,Campos High School,60.3,68.6,Public,957299
34302156,Eric Bennett,11,Green High School,61.3,76.5,Charter,832670
48163190,Frank Schwartz,12,Montgomery High School,64.0,64.7,Charter,893368
119096413,Miranda Roberts,12,Dixon High School,78.3,56.2,Charter,870334
59018263,Ryan Carter,11,Richard High School,56.5,43.6,Charter,889699
21333633,Eric Espinoza,11,Bowers High School,84.7,38.2,Public,848324
99385561,Brandon Ellis,9,Dixon High School,41.6,75.7,Charter,870334
18488960,Douglas Taylor,11,Chang High School,95.0,83.6,Charter,840132
118515652,Jay Dunn,9,Dixon High School,84.7,83.8,Charter,870334
62287638,John Ryan,10,Wagner High School,91.1,86.3,Public,846745
56924428,David Jones,9,Bowers High School,44.0,62.0,Public,848324
37034829,Kenneth Green,11,Montgomery High School,70.0,85.3,Charter,893368
19265700,Sarah Norman,9,Green High School,54.7,57.2,Charter,832670
49492048,Penny Cox,10,Green High School,74.2,61.6,Charter,832670
64529006,Kathryn Sanchez,11,Green High School,95.8,49.0,Charter,832670
33216502,Jeremy Williams,10,Montgomery High School,70.5,47.4,Charter,893368
57371216,Heidi Austin,9,Sullivan High School,66.2,60.8,Public,961125
28444156,Kimberly Blair,9,Bowers High School,66.9,58.6,Public,848324
99859479,Nicole Kaiser,11,Green High School,82.6,87.3,Charter,832670
101636739,Ricardo Benson,10,Wagner High School,83.2,86.0,Public,846745
29632187,Seth Bowen,9,Montgomery High School,86.4,78.3,Charter,893368
67132610,Cheryl Jackson,9,Campos High School,66.5,62.4,Public,957299
34107937,Gabriela Lee,9,Sullivan High School,53.8,32.1,Public,961125
13532400,Ashley Carlson,12,Odonnell High School,64.7,59.7,Public,959474
87223978,Ryan Woods,12,Montgomery High School,69.7,69.9,Charter,893368
73933777,Nathan Patel,11,Green High School,94.6,66.9,Charter,832670
10507629,Lisa Hood,11,Odonnell High School,56.6,71.7,Public,959474
69280997,Jeffrey Evans,10,Campos High School,79.6,40.9,Public,957299
76312829,Anthony Clark,9,Campbell High School,67.3,43.6,Charter,960726
62391582,William Shaffer,12,Bowers High School,58.5,54.5,Public,848324
11814227,Michelle Daniel,10,Wagner High School,81.6,57.0,Public,846745
96553710,Patricia Evans,9,Fisher High School,70.9,67.0,Public,817615
39673893,Spencer Miller,11,Richard High School,79.7,80.3,Charter,889699
11519878,Alexandria Ross,9,Woods High School,67.1,93.6,Public,912243
126131387,Danielle Guzman,11,Bowers High School,86.5,57.5,Public,848324
58400319,Justin Waters,9,Odonnell High School,80.8,68.4,Public,959474
21520695,Katherine Beck,11,Bowers High School,74.8,63.3,Public,848324
80207221,Carol Berg,11,Montgomery High School,93.5,80.7,Charter,893368
23585324,Amanda Howard,10,Wagner High School,85.0,64.1,Public,846745
98705841,Matthew Mahoney,12,Odonnell High School,87.7,90.4,Public,959474
117881921,Justin Pacheco,9,Sullivan High School,76.1,83.2,Public,961125
22453347,Ruth Schultz,11,Fisher High School,61.6,56.2,Public,817615
75190437,Mark Harrison,9,Bowers High School,67.7,62.5,Public,848324
51694368,Kimberly Davis,10,Green High School,73.7,63.9,Charter,832670
105739687,David Little,10,Silva High School,65.4,34.6,Public,991918
74356405,Rodney Smith,10,Montgomery High School,86.7,59.5,Charter,893368
100722262,Priscilla Henderson,9,Turner High School,79.7,64.2,Public,956438
56266542,Anthony White,11,Wagner High School,77.2,68.6,Public,846745
116168797,Robyn Barnes,10,Fisher High School,80.6,37.0,Public,817615
85398410,Justin Bradshaw II,11,Montgomery High School,97.1,59.6,Charter,893368
71199322,Larry Scott,11,Montgomery High School,84.6,74.5,Charter,893368
43260823,Robin Mccoy,12,Dixon High School,72.7,38.0,Charter,870334
47460865,Kevin Parker,11,Sullivan High School,76.6,72.9,Public,961125
14734197,Timothy Rogers,11,Green High School,79.6,72.5,Charter,832670
58429099,David Williams,9,Sullivan High School,51.6,19.3,Public,961125
21156687,Paul Powers,10,Turner High School,83.2,88.5,Public,956438
86311593,Amy Shaw,10,Wagner High School,76.7,76.8,Public,846745
128677454,Tammy Johnson,10,Wagner High School,71.0,75.4,Public,846745
47182127,Zachary Fuentes,10,Montgomery High School,45.9,41.0,Charter,893368
100656150,Julie Hawkins,9,Dixon High School,51.5,50.7,Charter,870334
33535416,James Johns,9,Wagner High School,45.1,61.1,Public,846745
97747211,Kyle Curry,12,Turner High School,65.2,64.5,Public,956438
11749376,Christina Morgan,9,Dixon High School,79.6,85.8,Charter,870334
56944288,Jennifer Cox,11,Montgomery High School,89.2,80.3,Charter,893368
62898205,Benjamin Rich,10,Fisher High School,87.9,51.4,Public,817615
102304808,Margaret Le,12,Silva High School,73.2,71.5,Public,991918
37958879,Ashley Taylor,12,Campos High School,77.7,71.0,Public,957299
22127110,Ruth Smith,10,Woods High School,70.7,64.9,Public,912243
59835527,Benjamin Ayers,12,Bowers High School,79.5,56.4,Public,848324
32826197,Steven Gutierrez,12,Bowers High School,71.6,63.0,Public,848324
25998090,Andrew Davis,10,Montgomery High School,55.7,49.4,Charter,893368
85277887,Kendra Nguyen,11,Montgomery High School,84.2,64.0,Charter,893368
120082681,Kenneth Levy,9,Wagner High School,78.3,65.3,Public,846745
128073964,Debra Martin,9,Wagner High School,81.7,42.3,Public,846745
37818032,Donna Murphy,10,Wagner High School,84.9,93.7,Public,846745
69030736,Ryan Benson,9,Turner High School,72.9,73.3,Public,956438
99599522,Yvette Hall,10,Richard High School,48.6,55.0,Charter,889699
11283010,Diana Wood,11,Richard High School,56.7,85.2,Charter,889699
97008536,Amanda Anderson,10,Turner High School,98.5,88.3,Public,956438
24959807,Gavin Miller,10,Woods High School,62.5,67.5,Public,912243
103931827,Michael Thomas,12,Wagner High School,75.9,62.7,Public,846745
45069433,Gabrielle Phillips,9,Wagner High School,63.7,62.5,Public,846745
29523801,Richard Gonzales,11,Dixon High School,78.3,61.5,Charter,870334
98888726,Kyle Brown,10,Wagner High School,89.5,78.9,Public,846745
126460401,Keith Jones,12,Woods High School,69.8,69.5,Public,912243
64482871,Douglas Thomas,11,Wagner High School,86.5,49.5,Public,846745
115755994,Sara Carter,9,Turner High School,83.5,69.4,Public,956438
80819101,Erica Jackson,10,Green High School,68.7,44.8,Charter,832670
129231268,William Welch,9,Wagner High School,97.0,96.8,Public,846745
82755205,Danielle Arnold,9,Wagner High School,66.2,58.1,Public,846745
87530098,Melanie Evans,12,Odonnell High School,99.5,90.8,Public,959474
124689970,Pamela Leonard,11,Green High School,80.4,55.3,Charter,832670
103907000,Alison Stanley,10,Dixon High School,57.4,77.4,Charter,870334
40380641,Troy Bush,9,Turner High School,64.6,59.3,Public,956438
28140971,Larry Macias,9,Fisher High School,78.4,74.9,Public,817615
126220764,Tyler Jordan,9,Montgomery High School,26.9,45.4,Charter,893368
47814505,Matthew Matthews,11,Sullivan High School,78.9,73.2,Public,961125
23859607,Adam Lopez,10,Sullivan High School,83.4,58.7,Public,961125
123788652,Steven Quinn,12,Wagner High School,81.8,64.0,Public,846745
114717852,Amy Hood,9,Dixon High School,71.7,56.4,Charter,870334
90090020,Michael Neal,11,Montgomery High School,88.2,65.0,Charter,893368
44664224,Pamela Potter,12,Silva High School,87.4,58.0,Public,991918
27403512,Joseph Cantu,10,Montgomery High School,54.8,19.5,Charter,893368
105019789,Kristen Brown,9,Green High School,73.1,67.4,Charter,832670
115153253,Michael Cruz,12,Fisher High School,43.5,64.8,Public,817615
89981467,Roy Bishop,11,Campbell High School,88.7,60.3,Charter,960726
91398569,Lindsey Fowler,9,Green High School,57.5,40.7,Charter,832670
68015053,Jeanette Johnson,12,Green High School,50.7,62.0,Charter,832670
21778382,Christina Green,10,Green High School,66.4,63.2,Charter,832670
94096855,Kyle Davis,12,Wagner High School,57.0,64.0,Public,846745
75991377,Kenneth Miller,11,Dixon High School,65.5,81.0,Charter,870334
119939868,Sean Adams,10,Sullivan High School,95.7,69.6,Public,961125
40289771,Amanda Morton,12,Montgomery High School,59.2,95.1,Charter,893368
75809391,Rachel Castro,11,Bowers High School,74.6,59.3,Public,848324
57195861,Whitney Gutierrez,12,Richard High School,85.1,66.4,Charter,889699
96963229,Matthew Davis,9,Richard High School,79.3,85.4,Charter,889699
19311531,Derrick Barrett,10,Wagner High School,89.1,72.6,Public,846745
11064637,Ashley Davis,10,Richard High School,70.2,58.5,Charter,889699
76108004,Sandra Lopez,10,Wagner High School,67.1,62.6,Public,846745
61887990,Randall Butler,9,Green High School,53.3,62.8,Charter,832670
40006022,Lucas Ray,10,Silva High School,85.2,45.1,Public,991918
113821338,Kelsey Chapman,11,Bowers High School,58.3,57.4,Public,848324
78889295,Eric Zhang,9,Bowers High School,25.2,67.2,Public,848324
42061230,Brian Trujillo,9,Montgomery High School,48.1,53.1,Charter,893368
124616846,Terry Farmer,11,Richard High School,45.3,88.7,Charter,889699
57757157,Edward Hawkins,10,Wagner High School,25.7,69.2,Public,846745
112667522,Victoria Aguilar,10,Sullivan High School,74.2,82.0,Public,961125
30453546,Michael Santiago,10,Campbell High School,59.0,81.2,Charter,960726
27896941,William Price,12,Woods High School,64.8,35.7,Public,912243
27351729,Ryan Kennedy,9,Woods High School,65.3,80.3,Public,912243
11971898,Kimberly Cochran,12,Richard High School,66.6,38.2,Charter,889699
114847942,Cynthia Vang,10,Green High School,51.9,50.3,Charter,832670
27147881,Kathleen Shaw,9,Fisher High School,90.1,77.6,Public,817615
115986831,Danielle Scott,11,Montgomery High School,68.9,69.0,Charter,893368
80207807,Mike Wong,10,Green High School,58.7,58.5,Charter,832670
91105642,Alexis Hernandez,11,Green High School,94.3,64.9,Charter,832670
68842938,Carolyn Gomez,9,Sullivan High School,49.9,38.6,Public,961125
125237554,Robert Booker,12,Bowers High School,91.5,76.2,Public,848324
96152836,Kristen Williams,9,Sullivan High School,69.2,57.9,Public,961125
70115611,Tammy Flores,9,Dixon High School,82.1,80.1,Charter,870334
16828920,Anna Christian,10,Montgomery High School,87.7,64.4,Charter,893368
59311711,Derek Wyatt,11,Sullivan High School,85.3,76.1,Public,961125
97406769,Leon Davis,12,Wagner High School,67.8,78.3,Public,846745
113923948,Daniel Gallegos,10,Dixon High School,23.5,85.6,Charter,870334
25914197,Adam Sullivan,12,Woods High School,78.4,91.4,Public,912243
24269458,Brittany Turner,9,Campos High School,61.9,67.2,Public,957299
61031607,Edward Short,12,Fisher High School,59.0,75.5,Public,817615
41055580,Robert Tanner,11,Bowers High School,88.8,51.4,Public,848324
69951996,Taylor Reyes,12,Odonnell High School,55.7,64.2,Public,959474
108332861,Jamie Powell,10,Montgomery High School,69.2,55.3,Charter,893368
108864533,James Mitchell,9,Green High School,69.3,90.1,Charter,832670
42717461,Nicholas Smith,11,Montgomery High School,67.0,75.8,Charter,893368
89616813,James Stone,9,Odonnell High School,64.9,78.1,Public,959474
23382608,Rhonda Gonzales,10,Turner High School,48.9,62.6,Public,956438
101349055,James White,9,Green High School,78.0,71.0,Charter,832670
30867459,Elizabeth Cross,10,Green High School,87.9,80.1,Charter,832670
46262543,Rachel Rhodes,10,Turner High School,65.1,59.7,Public,956438
36709265,Ronald Bailey,10,Fisher High School,77.0,54.1,Public,817615
93437004,Julie Nelson,11,Silva High School,95.2,69.2,Public,991918
57197076,Jennifer Johnson,12,Wagner High School,75.6,56.7,Public,846745
52016453,Samuel Todd,10,Dixon High School,95.9,77.0,Charter,870334
105926568,Emily Reed,12,Odonnell High School,67.5,59.2,Public,959474
62990792,Anna Carr,11,Green High School,88.0,48.9,Charter,832670
44641991,James Powell,9,Silva High School,45.9,78.7,Public,991918
32140815,Melanie Heath,9,Bowers High School,60.8,50.7,Public,848324
101253772,Donna Kirby,10,Sullivan High School,92.2,64.3,Public,961125
71554255,Chelsea Rivera,10,Green High School,76.5,77.3,Charter,832670
58584332,Jeffery Wilson,11,Green High School,87.3,69.0,Charter,832670
117108895,Michael Daniels,10,Campbell High School,92.9,85.9,Charter,960726
56527113,Kimberly Marsh,12,Chang High School,71.4,81.5,Charter,840132
69962804,Kimberly Smith,12,Wagner High School,63.2,65.1,Public,846745
117796032,Tracy Gray,9,Wagner High School,73.9,36.6,Public,846745
63919387,Christopher Meyer,9,Dixon High School,82.5,78.1,Charter,870334
72992874,Dominic Gomez,10,Dixon High School,96.0,75.4,Charter,870334
83519932,Christian Bell,12,Bowers High School,66.1,68.5,Public,848324
46469430,Timothy Love,12,Woods High School,82.3,63.1,Public,912243
65763094,Jasmine Sheppard,12,Dixon High School,87.1,55.1,Charter,870334
113672082,Sarah Alvarado,9,Green High School,58.9,92.6,Charter,832670
65833652,Christine Gregory,12,Turner High School,79.6,79.9,Public,956438
60576794,Latoya Porter,10,Green High School,53.5,72.8,Charter,832670
20807665,Carolyn Ibarra,9,Green High School,64.6,88.1,Charter,832670
18484773,Patricia Eaton,10,Turner High School,77.3,46.8,Public,956438
18576966,Douglas Moore,10,Wagner High School,84.7,67.2,Public,846745
70179262,Whitney Lewis,11,Wagner High School,72.8,44.8,Public,846745
11769796,Rachel Schmidt,9,Woods High School,53.1,56.9,Public,912243
49633904,Miguel Morse,11,Turner High School,55.9,55.2,Public,956438
93084910,Steven Lyons,10,Green High School,90.3,50.3,Charter,832670
31455776,John Mosley,11,Montgomery High School,71.9,97.2,Charter,893368
28125462,Robert Lewis,11,Dixon High School,98.7,78.5,Charter,870334
118645962,Dakota Ballard,9,Montgomery High School,73.8,75.1,Charter,893368
87318294,Stephanie Miranda,12,Green High School,93.6,68.8,Charter,832670
53393573,Robert Elliott,12,Dixon High School,97.7,47.8,Charter,870334
125378455,Heidi Williams,11,Fisher High School,62.9,41.5,Public,817615
14180628,Mark Powers,10,Wagner High School,93.5,85.0,Public,846745
21624957,Ana Ross,9,Green High School,71.1,85.8,Charter,832670
36303975,Andrew Fernandez,10,Dixon High School,69.7,77.8,Charter,870334
29953772,Grace Dominguez,10,Dixon High School,95.8,96.5,Charter,870334
69757608,George Martin,12,Green High School,66.5,38.9,Charter,832670
122452400,Brady Jones,10,Dixon High School,67.5,89.6,Charter,870334
33653194,Elizabeth Anderson,9,Green High School,60.6,74.6,Charter,832670
10497140,Eddie Brewer,11,Richard High School,31.3,82.4,Charter,889699
110498311,Dustin Thomas,12,Campos High School,84.6,75.4,Public,957299
64468060,Wanda Nelson,12,Woods High School,68.4,32.4,Public,912243
120562774,Michael Chen,10,Green High School,73.9,63.0,Charter,832670
113881446,Thomas Lopez,10,Green High School,63.0,80.1,Charter,832670
98765399,Matthew Mcclain,12,Dixon High School,90.7,43.9,Charter,870334
10286801,Lauren Vasquez,12,Montgomery High School,60.9,76.6,Charter,893368
80266136,Ashlee Green,10,Silva High School,79.7,56.3,Public,991918
85655506,Stephen Carlson,12,Bowers High School,70.8,52.3,Public,848324
95817716,Thomas Howell,9,Montgomery High School,63.6,70.8,Charter,893368
49056594,Daniel Snyder,11,Wagner High School,86.8,47.7,Public,846745
11644581,Amy Avila,12,Sullivan High School,79.7,54.5,Public,961125
86133441,Jason Davis,9,Campbell High School,90.1,56.7,Charter,960726
79565505,Lauren Gray,10,Green High School,80.9,51.1,Charter,832670
30545807,Steven Wheeler,9,Wagner High School,54.0,60.2,Public,846745
31752974,David Miller,10,Green High School,60.4,63.4,Charter,832670
33740421,Heidi Holland,12,Wagner High School,80.9,65.2,Public,846745
95665803,Jason Hubbard,9,Bowers High School,63.6,9.3,Public,848324
16800252,Evan Moore,9,Silva High School,70.8,84.8,Public,991918
70680528,Brandon Gonzalez,9,Sullivan High School,53.5,50.1,Public,961125
88398996,April Lee,10,Wagner High School,69.7,59.0,Public,846745
19663218,Alicia Barber,11,Dixon High School,91.4,71.9,Charter,870334
114256821,Kimberly Skinner,10,Wagner High School,99.1,63.0,Public,846745
78528789,Jacqueline White,10,Green High School,73.2,49.5,Charter,832670
79638898,Stephanie Williams,10,Fisher High School,72.5,57.9,Public,817615
91835475,Sergio Nelson,11,Green High School,86.7,57.7,Charter,832670
107952873,Tracy Ramirez,10,Fisher High School,76.9,57.1,Public,817615
30392238,Charles Stewart,10,Campos High School,68.8,59.4,Public,957299
44601708,Gloria Allen,10,Montgomery High School,74.3,24.5,Charter,893368
118939526,Jennifer Curry,10,Green High School,78.7,56.4,Charter,832670
119702095,Tanya Hall,9,Turner High School,80.6,54.2,Public,956438
11767387,Helen Wu,9,Montgomery High School,61.5,69.4,Charter,893368
99942755,Brittney Lang,11,Odonnell High School,84.8,75.5,Public,959474
68503510,Steve Garza,9,Dixon High School,70.0,81.8,Charter,870334
57745910,Darlene Cummings,12,Wagner High School,83.0,42.6,Public,846745
68685331,Anna Hernandez,11,Bowers High School,90.2,52.7,Public,848324
111137273,Jeffrey Sandoval,10,Dixon High School,61.7,65.2,Charter,870334
51869067,Ronald Ferrell,11,Dixon High School,99.1,77.1,Charter,870334
74579635,Nathan Rasmussen,11,Fisher High School,54.5,40.5,Public,817615
68458199,Justin Murphy,10,Wagner High School,43.3,57.6,Public,846745
122414972,Carrie Jones,9,Dixon High School,86.2,76.1,Charter,870334
28069544,Gabriella Franco,10,Campos High School,79.3,57.7,Public,957299
125842619,Patricia Rogers,11,Montgomery High School,74.5,78.5,Charter,893368
63732988,Mark Gonzalez,11,Sullivan High School,65.6,63.5,Public,961125
13299183,Andrea Martinez,9,Campos High School,50.5,51.1,Public,957299
59319234,Jennifer Smith,10,Woods High School,77.9,65.0,Public,912243
23250400,Jonathan Harding,9,Green High School,75.9,77.7,Charter,832670
54633698,Nicholas Hunter,10,Silva High School,85.0,10.9,Public,991918
48909545,William Leblanc,11,Fisher High School,63.8,47.3,Public,817615
48366230,Mariah Edwards,9,Montgomery High School,68.2,78.4,Charter,893368
26447265,Craig Dean,9,Wagner High School,76.7,53.4,Public,846745
67988084,Bobby Singh,12,Wagner High School,94.5,73.4,Public,846745
62673938,Evan Allison,11,Silva High School,56.1,82.9,Public,991918
83481510,Amanda Leach,12,Silva High School,61.2,31.5,Public,991918
72652787,Mary Lopez,9,Campos High School,65.4,16.5,Public,957299
73123956,Amanda Campos,11,Dixon High School,86.8,83.1,Charter,870334
66679336,Christina Zamora,10,Fisher High School,68.1,51.6,Public,817615
99967552,Nicholas Williams,11,Bowers High School,72.2,50.8,Public,848324
54504345,Scott Jones,12,Wagner High School,77.0,52.0,Public,846745
77456878,Lindsay May,9,Green High School,67.9,80.1,Charter,832670
11475475,Robert Lopez,10,Woods High School,40.8,79.2,Public,912243
68627111,Randy Mccarty,9,Sullivan High School,79.9,79.6,Public,961125
73507637,Lindsey Escobar,11,Wagner High School,77.8,76.2,Public,846745
108588657,Jason Willis,9,Turner High School,80.8,64.8,Public,956438
124940075,Courtney Young,9,Green High School,73.4,81.8,Charter,832670
116193649,Gabriel Hubbard,11,Montgomery High School,84.1,81.6,Charter,893368
112621704,Robert Dawson,9,Wagner High School,90.5,86.8,Public,846745
41834015,Jennifer Ortiz,9,Woods High School,44.9,38.9,Public,912243
111681965,Crystal Fox,9,Sullivan High School,59.7,48.0,Public,961125
43459760,Michael Robles,9,Woods High School,57.3,74.5,Public,912243
72077838,Valerie Kelley,10,Silva High School,76.2,52.4,Public,991918
35407306,Amanda Moore,9,Wagner High School,72.5,41.0,Public,846745
97314246,Jessica Osborn,11,Green High School,85.3,42.9,Charter,832670
68067205,Joe Hampton,10,Campbell High School,51.0,64.0,Charter,960726
42268392,Jeff Morrison,10,Green High School,74.3,67.8,Charter,832670
103453606,Jennifer Frederick,11,Montgomery High School,90.7,100.0,Charter,893368
60952826,Ronnie Buck,9,Bowers High School,58.6,35.5,Public,848324
101862192,Ashley Simon,12,Bowers High School,52.8,55.1,Public,848324
106475940,James Howard,12,Woods High School,77.1,91.5,Public,912243
51882727,Christopher Brown,12,Montgomery High School,64.1,75.5,Charter,893368
80127246,Lindsay Wilcox,10,Wagner High School,62.0,77.9,Public,846745
102379338,Stephanie Potts,9,Dixon High School,57.5,72.4,Charter,870334
